atomic_id,location,exact_atomic_proposition,claim_class,importance,scope_and_qualifiers,warrant_pointer,independent_check,status,release_action
AC-180,Discussion; source lines 232-232,"The learned and verified studies agree on a modest principle: support is a relation among representation, downstream responsibility, and context.",interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-181,Discussion; source lines 232-232,Treating it as an intrinsic property of the stored state hides the reason a reopen is necessary.,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-182,Discussion; source lines 232-232,"In the digit study, two parity probabilities are useful and current but discard distinctions needed for exact identity.",interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-183,Discussion; source lines 232-232,"In the formula study, the old assignment is valid and verified until a clause changes the required model.",interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-184,Discussion; source lines 232-232,Neither failure is well described as generic low confidence or corrupt provenance,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-185,Discussion; source lines 234-234,The policy's resource advantage should not be read as a learned optimization result.,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-186,Discussion; source lines 234-234,"Once the responsibility declaration is trusted, its routing is straightforward.",interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-187,Discussion; source lines 234-234,The scientific burden moves to how support is established and how changes invalidate it.,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-188,Discussion; source lines 234-234,The collision proposition gives an exact negative certificate for unsupported representations,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-189,Discussion; source lines 234-234,verifiers can establish support on finite formal objects,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-190,Discussion; source lines 234-234,learned tasks require calibrated external evidence and cannot self-certify from the same decisions being assessed,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-191,Discussion; source lines 236-236,The provenance-tiered comparison clarifies complementarity rather than competition.,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-192,Discussion; source lines 236-236,Provenance answers whether a record is grounded and current.,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-193,Discussion; source lines 236-236,Responsibility support answers whether its contents retain the distinctions needed for the requested output.,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-194,Discussion; source lines 236-236,A practical system needs both.,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-195,Discussion; source lines 236-236,The composed policy's equality with responsibility-relative routing in our grid is a limitation: demand grading adds no information when every record has maximum grade.,interpretation,headline,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-196,Discussion; source lines 236-236,More diverse grades would be required to study interaction rather than logical non-reducibility,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-197,Discussion; source lines 238-238,The transport study adds a second caution.,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-198,Discussion; source lines 238-238,"Revoking every certificate after any syntactic change is safe but can waste work, whereas transporting every authenticated certificate is unsound.",interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-199,Discussion; source lines 238-238,"Local revalidation can occupy the middle, but its conditions are domain specific.",interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-200,Discussion; source lines 238-238,"In open-ended learned systems, defining the relevant semantic drift may be harder than reopening state",interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-201,Discussion; source lines 240-240,The retained measurement failure is equally important.,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-202,Discussion; source lines 240-240,A system cannot demonstrate safe reuse when its action rule and harm label share the same support bit.,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-203,Discussion; source lines 240-240,"Independent opportunity denominators, gold responsibilities, and verifiers are required.",interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-204,Discussion; source lines 240-240,This correction is not superseded by the later positive studies,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-205,Limitations; source lines 244-244,"The real-data evidence uses one small, bundled image dataset and two responsibilities with a deliberately severe information bottleneck.",boundary,supporting,Anti-generalization statement must remain at least this strong.,current evidence hierarchy and retained adverse measurement,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-206,Limitations; source lines 244-244,Cross-validation folds reuse one dataset and are not independent domains.,boundary,supporting,Anti-generalization statement must remain at least this strong.,current evidence hierarchy and retained adverse measurement,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-207,Limitations; source lines 244-244,"The 17,970 total counts policy evaluations, not 17,970 independent source items.",empirical_or_finite_result,supporting,One learned dataset or complete registered finite panel; no population or deployment authority.,anonymous row-level review data and standard-library independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-208,Limitations; source lines 244-244,Accuracy equality with always-raw is structural because the same component predictors are routed by responsibility,boundary,supporting,Anti-generalization statement must remain at least this strong.,current evidence hierarchy and retained adverse measurement,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-209,Limitations; source lines 246-246,All formula results are finite and constructed.,boundary,supporting,Anti-generalization statement must remain at least this strong.,current evidence hierarchy and retained adverse measurement,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-210,Limitations; source lines 246-246,"Their checkers establish exact counts for those cases, not a distributional guarantee.",boundary,supporting,Anti-generalization statement must remain at least this strong.,current evidence hierarchy and retained adverse measurement,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-211,Limitations; source lines 246-246,The provenance-tiered arms approximate an architectural idea rather than reproducing a complete deployed memory system.,boundary,supporting,Anti-generalization statement must remain at least this strong.,current evidence hierarchy and retained adverse measurement,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-212,Limitations; source lines 246-246,The changed/current trust window is a modeling choice.,boundary,supporting,Anti-generalization statement must remain at least this strong.,current evidence hierarchy and retained adverse measurement,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-213,Limitations; source lines 246-246,The drift rule covers only registered Boolean-clause operations and is not a general semantic-equivalence procedure,boundary,supporting,Anti-generalization statement must remain at least this strong.,current evidence hierarchy and retained adverse measurement,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-214,Limitations; source lines 248-248,"Raw-value and literal-read counts are transparent local resource measures, not latency, energy, memory traffic, or monetary cost.",boundary,supporting,Anti-generalization statement must remain at least this strong.,current evidence hierarchy and retained adverse measurement,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-215,Limitations; source lines 248-248,"Training the compact representation is shared across policies and separately disclosed, but the headline reuse comparison does not amortize it over a deployment horizon.",boundary,supporting,Anti-generalization statement must remain at least this strong.,current evidence hierarchy and retained adverse measurement,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-216,Limitations; source lines 248-248,A different workload mix could favor always-raw or always-reissue,boundary,supporting,Anti-generalization statement must remain at least this strong.,current evidence hierarchy and retained adverse measurement,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-217,Limitations; source lines 250-250,Responsibilities are known and discrete.,boundary,supporting,Anti-generalization statement must remain at least this strong.,current evidence hierarchy and retained adverse measurement,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-218,Limitations; source lines 250-250,"Real requests may be ambiguous, compositional, adversarially framed, or governed by human authority.",boundary,supporting,Anti-generalization statement must remain at least this strong.,current evidence hierarchy and retained adverse measurement,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-219,Limitations; source lines 250-250,"The policy does not determine scientific truth, certify its own support, or decide who may declare a responsibility.",boundary,supporting,Anti-generalization statement must remain at least this strong.,current evidence hierarchy and retained adverse measurement,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-220,Limitations; source lines 250-250,"External evaluation on real agent workflows, richer semantic changes, and independently authored responsibility labels remains future work",boundary,supporting,Anti-generalization statement must remain at least this strong.,current evidence hierarchy and retained adverse measurement,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-221,Reproducibility and availability; source lines 254-254,"The anonymous review materials contain the aggregate fold record for the learned-data study, complete finite summaries for the three verified studies, the retained adverse measurement, and a standard-library verifier that recomputes every table and stated rate from reader-facing data.",availability,supporting,Anonymous-review scope only; public deposition remains a human filing action.,current anonymous source/review archives and independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-222,Reproducibility and availability; source lines 254-254,The verifier is separate from the model-fitting and Boolean-search programs used to generate the original results,availability,supporting,Anonymous-review scope only; public deposition remains a human filing action.,current anonymous source/review archives and independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-223,Reproducibility and availability; source lines 256-256,"The source archive contains the anonymous manuscript source, bibliography, and journal style.",availability,supporting,Anonymous-review scope only; public deposition remains a human filing action.,current anonymous source/review archives and independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-224,Reproducibility and availability; source lines 256-256,The review archive contains no author identity or private development history.,availability,supporting,Anonymous-review scope only; public deposition remains a human filing action.,current anonymous source/review archives and independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-225,Reproducibility and availability; source lines 256-256,"On publication, the full study programs, frozen case panels, and execution records will be deposited with a persistent public research artifact.",availability,supporting,Anonymous-review scope only; public deposition remains a human filing action.,current anonymous source/review archives and independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-226,Reproducibility and availability; source lines 256-256,"Until then, the anonymous review data are sufficient to inspect every quantitative statement in this manuscript",availability,supporting,Anonymous-review scope only; public deposition remains a human filing action.,current anonymous source/review archives and independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-227,Conclusion; source lines 260-260,Current provenance and high confidence do not by themselves establish that stored state supports a changed task.,interpretation,headline,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-228,Conclusion; source lines 260-260,"Across one learned dataset and three finite verified panels, an explicit responsibility contract distinguishes reusable state from state that must be reopened, preserves the always-raw correctness ceiling by construction, and avoids unnecessary raw access.",interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-229,Conclusion; source lines 260-260,The same studies expose unsupported reuse by responsibility-blind comparators and complementary failures of unconditional and signature-only transport.,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-230,Conclusion; source lines 260-260,The conclusion is bounded: state sufficiency is responsibility relative in these registered settings.,interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-231,Conclusion; source lines 260-260,"Deployment safety, population generalization, and arbitrary semantic transport remain unestablished",interpretation,supporting,Must remain within one learned dataset and three finite panels.,current manuscript evidence hierarchy,PENDING_BLIND_COVERAGE,BOUNDED_INFERENCE,retain at current scope; narrow or remove if blind review does not find entailment
AC-232,Tables 1-4,"The learned-data study contains 1,797 source items and 3,594 responsibility episodes per policy arm",empirical_or_finite_result,supporting,One learned dataset or complete registered finite panel; no population or deployment authority.,anonymous row-level review data and standard-library independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-233,Tables 1-4,Responsibility-relative and always-raw policies have combined accuracy 0.944 and exact-digit accuracy 0.970,empirical_or_finite_result,headline,One learned dataset or complete registered finite panel; no population or deployment authority.,anonymous row-level review data and standard-library independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-234,Tables 1-4,Responsibility-relative routing reads 33 state values per episode versus 64 for always raw,empirical_or_finite_result,headline,One learned dataset or complete registered finite panel; no population or deployment authority.,anonymous row-level review data and standard-library independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-235,Tables 1-4,Confidence-only exact-digit accuracy is 0.396 with unsupported reuse rate 0.777,empirical_or_finite_result,supporting,One learned dataset or complete registered finite panel; no population or deployment authority.,anonymous row-level review data and standard-library independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-236,Tables 1-4,Provenance-only and unqualified exact-digit accuracy is 0.238 with unsupported reuse rate 1.000,empirical_or_finite_result,supporting,One learned dataset or complete registered finite panel; no population or deployment authority.,anonymous row-level review data and standard-library independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-237,Tables 1-4,"In the 12-case old/new formula panel, responsibility-relative and always-raw policies are correct on 24 of 24 episodes",empirical_or_finite_result,headline,One learned dataset or complete registered finite panel; no population or deployment authority.,anonymous row-level review data and standard-library independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-238,Tables 1-4,Confidence-only and provenance-only policies are correct on 12 of 24 formula episodes and make 12 stale reuses,empirical_or_finite_result,supporting,One learned dataset or complete registered finite panel; no population or deployment authority.,anonymous row-level review data and standard-library independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-239,Tables 1-4,"In the 48-case provenance comparison, each provenance-tiered arm is correct on 36 cases and makes 12 unsupported reuses",empirical_or_finite_result,supporting,One learned dataset or complete registered finite panel; no population or deployment authority.,anonymous row-level review data and standard-library independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-240,Tables 1-4,"Responsibility-relative, composed, and always-raw policies are correct on all 48 provenance-comparison cases",empirical_or_finite_result,headline,One learned dataset or complete registered finite panel; no population or deployment authority.,anonymous row-level review data and standard-library independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-241,Tables 1-4,"In the 60-case transport panel, unconditional transport makes 40 unsound transports and is verifier-correct on 40 cases",empirical_or_finite_result,supporting,One learned dataset or complete registered finite panel; no population or deployment authority.,anonymous row-level review data and standard-library independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-242,Tables 1-4,Signature equality and always reissuing make 20 needless reissues each,empirical_or_finite_result,supporting,One learned dataset or complete registered finite panel; no population or deployment authority.,anonymous row-level review data and standard-library independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
AC-243,Tables 1-4,The local drift-bound rule is verifier-correct on all 60 cases with zero unsound transport and zero needless reissue,empirical_or_finite_result,supporting,One learned dataset or complete registered finite panel; no population or deployment authority.,anonymous row-level review data and standard-library independent verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; narrow or remove if blind review does not find entailment
