atomic_id,location,exact_atomic_proposition,claim_class,importance,qualifiers_and_scope,warrant_pointer,independent_check,status,release_action
AC-171,Results; source lines 165-165,The protected Qwen2.5 size ladder does not support a monotone scaling benefit for the typed state relative to a same-information interface.,empirical_result,supporting,Fixed-family descriptive evidence; no population prevalence or universal transfer claim.,protected secondary-study receipts and execution ledger,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-172,Results; source lines 165-165,"At the primary budget, the measured differences are -0.140625 at 0.5B parameters and 0 at both 1.5B and 3B.",empirical_result,supporting,Fixed-family descriptive evidence; no population prevalence or universal transfer claim.,"primary diagnostic receipt, independent reproduction, and reader-facing evidence table",PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-173,Results; source lines 165-165,A positive difference at every size and a positive largest-model bootstrap lower bound were both predeclared requirements,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-174,Results; source lines 165-165,This result does not imply that scaling is generally ineffective.,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-175,Results; source lines 165-165,"It excludes the registered monotone claim for these models, tasks, and budget",interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-176,Results; source lines 167-167,An older held-out procedural comparison used relational features and a same-information serialized bag.,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-177,Results; source lines 167-167,"A bijection over 220 semantic atoms preserves all 512 labels and the information content of the serialized arm, yet changes 32 of its 128 protected predictions and moves accuracy from 0.75 to 0.50.",empirical_result,supporting,Fixed-family descriptive evidence; no population prevalence or universal transfer claim.,hostile representation audit and bound protected predictions,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-178,Results; source lines 167-167,The relational and untyped structural arms are invariant under the same transform.,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-179,Results; source lines 167-167,The serialized margin is therefore withdrawn as a representation advantage: its value depends on the minted symbols.,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-180,Results; source lines 167-167,This hostile result motivated the present emphasis on failure location rather than representation ranking,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-181,Results; source lines 169-169,Follow-up transport does not replace the primary result,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-182,Results; source lines 171-171,"The 24-redraw follow-up makes the full-sample probe and protected dispositions agree in all five families, including an indeterminate disposition for cubic-interface digits.",empirical_result,supporting,Fixed-family descriptive evidence; no population prevalence or universal transfer claim.,transport follow-up receipt and per-partition evidence,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-183,Results; source lines 171-171,"However, the two protected half-samples straddle the 0.965 target for that family, so the predeclared half-sample stability gate fails.",interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-184,Results; source lines 171-171,"The pooled repaired-arm level is approximately 0.964, only about 0.0006 below the target and small relative to its sampling uncertainty.",empirical_result,supporting,Fixed-family descriptive evidence; no population prevalence or universal transfer claim.,transport follow-up receipt and per-partition evidence,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-185,Results; source lines 171-171,We treat the cell as genuinely unresolved at this dataset size and retain the primary four-of-five headline,empirical_result,headline,Fixed-family descriptive evidence; no population prevalence or universal transfer claim.,"primary diagnostic receipt, independent reproduction, and reader-facing evidence table",PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-186,Discussion; source lines 175-175,"The evidence supports a practical ordering: test for missing information, then test whether information-preserving access repair changes the outcome, and only then interpret additional computation as the targeted remedy.",interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-187,Discussion; source lines 175-175,"On the five registered families, this ordering avoids four compute escalations that the generic policy would make.",empirical_result,supporting,Fixed-family descriptive evidence; no population prevalence or universal transfer claim.,"primary diagnostic receipt, independent reproduction, and reader-facing evidence table",PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-188,Discussion; source lines 175-175,The result is not that computation is unimportant,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-189,Discussion; source lines 175-175,"the affine-composition family requires it, and the generic policy is correct there.",empirical_result,supporting,Fixed-family descriptive evidence; no population prevalence or universal transfer claim.,"primary diagnostic receipt, independent reproduction, and reader-facing evidence table",PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-190,Discussion; source lines 175-175,"The result is that compute is one causal intervention among several, not a diagnosis by itself",interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-191,Discussion; source lines 177-177,The protected indeterminate cell is scientifically useful.,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-192,Discussion; source lines 177-177,It shows why a causal intervention effect and a deployable decision threshold are different objects.,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-193,Discussion; source lines 177-177,"The cube-root repair is exact, and it raises digit accuracy, but the fixed target does not transport reliably.",interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-194,Discussion; source lines 177-177,A method that always emits one of three causal labels would hide this distinction.,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-195,Discussion; source lines 177-177,"Here, withholding a diagnosis preserves the predeclared evidence boundary",interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-196,Discussion; source lines 179-179,Vector accounting changes interpretation without changing the headline count.,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-197,Discussion; source lines 179-179,"The finite audit shows that no selected intervention was coordinate-wise dominated, but it also shows that the registered cost order can disagree with measured work.",interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-198,Discussion; source lines 179-179,"Future use in deployment would require an application-specific utility model over latency, memory, fitting, inference, energy, and information acquisition.",interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-199,Discussion; source lines 179-179,We intentionally do not infer such a model from five heterogeneous families,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-200,Discussion; source lines 181-181,The secondary evidence blocks three tempting generalizations.,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-201,Discussion; source lines 181-181,The Wine null rules out a universal real-dataset accessibility effect.,empirical_result,supporting,Fixed-family descriptive evidence; no population prevalence or universal transfer claim.,protected secondary-study receipts and execution ledger,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-202,Discussion; source lines 181-181,The Qwen2.5 negative rules out the registered monotone model-size claim.,empirical_result,supporting,Fixed-family descriptive evidence; no population prevalence or universal transfer claim.,protected secondary-study receipts and execution ledger,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-203,Discussion; source lines 181-181,Symbol reminting invalidates the older same-information serialization margin.,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-204,Discussion; source lines 181-181,These are not side notes: each removes a route by which a bounded diagnostic could otherwise be overstated,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-205,Limitations; source lines 185-185,The primary denominator is five fixed families across one bundled real dataset and three exact executable constructions.,interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-206,Limitations; source lines 185-185,"Families, not individual examples, are the comparison units, so four of five is not an estimate of prevalence.",interpretation,headline,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-207,Limitations; source lines 185-185,The exact tasks were designed to make one failure location decisive,interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-208,Limitations; source lines 185-185,"deployed systems may have interacting constraints, distribution shift, data acquisition cost, safety constraints, or failure classes outside information, accessibility, and computation",interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-209,Limitations; source lines 187-187,The generic comparator is intentionally minimal.,interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-210,Limitations; source lines 187-187,Strong adaptive-compute systems can allocate effort more intelligently than always escalating computation.,interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-211,Limitations; source lines 187-187,Evaluating such policies would require matched access to the same information and intervention menu.,interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-212,Limitations; source lines 187-187,"The present result shows that an unconditional compute heuristic can be causally misdirected, not that every modern test-time scaling method is inferior",interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-213,Limitations; source lines 189-189,The real-data accessibility study uses three small bundled datasets and a fixed linear access class.,interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-214,Limitations; source lines 189-189,"Its folds are technical repeats, not independent datasets.",interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-215,Limitations; source lines 189-189,The Qwen2.5 study uses three quantized sizes under one frozen task and budget family.,interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-216,Limitations; source lines 189-189,Neither supplies broad external transfer.,interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-217,Limitations; source lines 189-189,The procedural reminting audit is post-outcome and withdraws a claim,interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-218,Limitations; source lines 189-189,it does not create a new positive one,interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-219,Limitations; source lines 191-191,"Finally, the resource coordinates mix dimensions and operation counts.",interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-220,Limitations; source lines 191-191,They improve disclosure but do not define an exchange rate.,interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-221,Limitations; source lines 191-191,Registered selection costs are part of the prospective rule and should not be interpreted as measured physical costs,interpretation,supporting,Limitation or anti-generalization statement; release requires it to remain at least this strong.,current manuscript evidence hierarchy and adverse-result ledger,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-222,Reproducibility and availability; source lines 195-195,"The anonymous review materials include a reader-facing table for every primary family, the corrected resource vectors used in the matched comparison, the secondary positive, null, negative, and indeterminate outcomes, and a standard-library verifier.",availability_or_compliance,supporting,Anonymous-review availability only; public archive deposition remains a human publication action.,journal_package/wave1_current plus deterministic package verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-223,Reproducibility and availability; source lines 195-195,"The verifier recomputes the aggregate diagnostic counts, false compute escalations, target attainment, resource-accounting survival checks, and adverse-result presence from those tables.",availability_or_compliance,headline,Anonymous-review availability only; public archive deposition remains a human publication action.,journal_package/wave1_current plus deterministic package verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-224,Reproducibility and availability; source lines 195-195,It does not depend on the code that generated the original experiments,availability_or_compliance,supporting,Anonymous-review availability only; public archive deposition remains a human publication action.,journal_package/wave1_current plus deterministic package verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-225,Reproducibility and availability; source lines 197-197,"The source archive accompanying the submission contains the complete anonymous manuscript source, bibliography, and journal style.",availability_or_compliance,supporting,Anonymous-review availability only; public archive deposition remains a human publication action.,journal_package/wave1_current plus deterministic package verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-226,Reproducibility and availability; source lines 197-197,The review materials contain no private development history or author-identifying metadata.,availability_or_compliance,supporting,Anonymous-review availability only; public archive deposition remains a human publication action.,journal_package/wave1_current plus deterministic package verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-227,Reproducibility and availability; source lines 197-197,The original protected records and full execution provenance will be deposited with the public research artifact after peer review,availability_or_compliance,supporting,Anonymous-review availability only; public archive deposition remains a human publication action.,journal_package/wave1_current plus deterministic package verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-228,Reproducibility and availability; source lines 197-197,the anonymous package is sufficient to inspect every number and disposition reported here,availability_or_compliance,supporting,Anonymous-review availability only; public archive deposition remains a human publication action.,journal_package/wave1_current plus deterministic package verifier,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-229,Conclusion; source lines 201-201,Poor performance is not a causal diagnosis.,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-230,Conclusion; source lines 201-201,"Across five fixed learning and executable task families, a prospective information--accessibility--computation diagnostic agrees with four protected dispositions, versus one for generic compute escalation, while avoiding four false compute escalations.",empirical_result,headline,Fixed-family descriptive evidence; no population prevalence or universal transfer claim.,"primary diagnostic receipt, independent reproduction, and reader-facing evidence table",PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-231,Conclusion; source lines 201-201,The fifth family remains indeterminate because its accessibility threshold does not transport.,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-232,Conclusion; source lines 201-201,Corrected resource accounting preserves the result but rejects a universal cost interpretation.,interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-233,Conclusion; source lines 201-201,"A real-data null, a protected model-scaling negative, a hostile serialization failure, and an unstable follow-up gate remain visible.",empirical_result,supporting,Fixed-family descriptive evidence; no population prevalence or universal transfer claim.,"primary diagnostic receipt, independent reproduction, and reader-facing evidence table",PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope; revise or remove if independent check does not entail
AC-234,Conclusion; source lines 201-201,"The defensible conclusion is therefore bounded: locate the missing resource before spending more compute, and withhold the diagnosis when the registered discriminator does not transport",interpretation,supporting,Interpretation must remain no stronger than the fixed-family outcomes and visible adverse evidence.,current manuscript evidence hierarchy,PENDING_REVIEWER_INFERENCE_CHECK,BOUNDED_INFERENCE,retain at current scope; revise or remove if independent check does not entail
AC-235,Table 1,Digits with a cubic interface: probe accessibility; protected no qualifying intervention; generic computation; diagnostic incorrect.,figure_or_table,headline,Fixed-family descriptive result.,reader-facing evidence table and primary independent receipt,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope
AC-236,Table 1,Digits with missing pixels: probe information; protected information; generic computation; diagnostic correct.,figure_or_table,headline,Fixed-family descriptive result.,reader-facing evidence table and primary independent receipt,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope
AC-237,Table 1,Hidden-bit parity: probe information; protected information; generic computation; diagnostic correct.,figure_or_table,headline,Fixed-family descriptive result.,reader-facing evidence table and primary independent receipt,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope
AC-238,Table 1,Reversibly encoded Boolean state: probe accessibility; protected accessibility; generic computation; diagnostic correct.,figure_or_table,headline,Fixed-family descriptive result.,reader-facing evidence table and primary independent receipt,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope
AC-239,Table 1,Affine-map composition: probe computation; protected computation; generic computation; diagnostic correct.,figure_or_table,headline,Fixed-family descriptive result.,reader-facing evidence table and primary independent receipt,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope
AC-240,Table 1,The table total is four correct diagnostic dispositions among five fixed families.,figure_or_table,headline,Fixed-family descriptive result.,reader-facing evidence table and primary independent receipt,PENDING_BLIND_COVERAGE,VERIFIED,retain at current scope
